Data,Hora UTC,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",Unnamed: 19
2026/01/29,0700 UTC,0,"925,9","925,9","925,6",,20,"15,2","20,5",20,"15,6","15,1",75.0,72.0,74.0,291.0,"4,2",",8",
2026/01/29,0800 UTC,0,"926,4","926,5","925,9",,20,"15,4","20,3","19,2","15,8","15,3",79.0,74.0,75.0,353.0,6,"2,7",
2026/01/29,0900 UTC,0,"926,6","926,6","926,4","11,9",20,"15,1","20,4","19,8","15,4",15,76.0,72.0,74.0,347.0,"7,5","1,7",
2026/01/29,1000 UTC,0,927,927,"926,6","570,9","21,7","15,6","21,7",20,"15,7","15,1",73.0,68.0,68.0,345.0,"4,7","2,5",
2026/01/29,1100 UTC,0,"927,2","927,2",927,"720,3","23,2","16,1","23,2","21,4","16,4","15,3",69.0,64.0,64.0,38.0,"5,6",1,
2026/01/29,1200 UTC,0,"927,5","927,5","927,2","1516,4",24,"16,1","24,4","22,8","16,6","15,3",66.0,59.0,61.0,4.0,"3,9","1,5",
2026/01/29,1300 UTC,0,"927,4","927,5","927,4","2221,2","25,8","16,8","25,8","23,7","17,3","15,5",63.0,57.0,58.0,8.0,"5,2","1,5",
2026/01/29,1400 UTC,0,"927,3","927,5","927,3","3141,3",26,"15,9","26,5","25,4","17,2","15,2",58.0,52.0,54.0,348.0,"7,8","3,1",
2026/01/29,1500 UTC,0,"926,8","927,3","926,8","3394,4","27,1","15,5","28,1","25,6","16,5",15,56.0,47.0,49.0,12.0,"8,5","4,8",
2026/01/29,1600 UTC,0,"926,3","926,8","926,3","3010,9","27,4","14,8","28,2","26,6","15,6","14,1",50.0,44.0,46.0,7.0,"8,8","4,3",
2026/01/29,1700 UTC,0,"925,4","926,3","925,4","3043,3","28,7","15,1",29,"27,2","16,2","14,7",49.0,43.0,44.0,359.0,"8,2","3,4",
2026/01/29,1800 UTC,0,"924,1","925,4","924,1","2433,8","27,6","14,9","29,6","27,6",16,"14,3",46.0,41.0,46.0,318.0,"8,2","3,3",
2026/01/29,1900 UTC,0,"923,1","924,1",923,"1761,9","28,5","14,3","30,4","27,5",16,"13,9",47.0,37.0,42.0,348.0,"7,1","3,1",
2026/01/29,2000 UTC,0,"922,5","923,1","922,4","650,8","27,6","15,1","28,5","27,6","15,1","14,1",46.0,42.0,46.0,342.0,"7,1","3,2",
2026/01/29,2100 UTC,0,923,923,"922,3","229,1",25,"18,2","27,6",25,"18,5","15,3",66.0,47.0,66.0,208.0,"8,9",3,
2026/01/29,2200 UTC,",6","924,1","924,1",923,93,"21,5","18,2",25,"21,5","18,4","17,1",81.0,65.0,81.0,159.0,"8,9","1,8",
2026/01/29,2300 UTC,0,"924,1","924,4","924,1",,"21,2","17,8","21,8","21,1","19,1","17,4",85.0,79.0,81.0,137.0,"4,9",",7",
2026/01/30,0000 UTC,0,"924,8","924,8","924,1",,"21,9","17,4","21,9",21,"17,8",17,81.0,76.0,76.0,126.0,"3,7","1,6",
2026/01/30,0100 UTC,0,925,"925,2","924,8",,"21,9",18,"21,9","21,8","18,1",17,79.0,74.0,78.0,108.0,"5,3",2,
2026/01/30,0200 UTC,"14,2",926,"926,3",925,",3","18,2","16,9",22,18,18,"15,7",92.0,74.0,92.0,242.0,"13,2",",8",
2026/01/30,0300 UTC,"5,6","925,5","926,2","925,5",,"18,7","17,6","18,8","18,2","17,7","16,9",94.0,92.0,94.0,108.0,"3,2","1,5",
2026/01/30,0400 UTC,2,"924,5","925,5","924,5",,"18,8","17,7","18,8","18,6","17,7","17,5",94.0,93.0,93.0,72.0,"4,1",1,
2026/01/30,0500 UTC,"1,8","923,4","924,5","923,4",,"18,9","17,7",19,"18,8","17,8","17,6",93.0,93.0,93.0,65.0,"2,9",",4",
2026/01/30,0600 UTC,",6","922,3","923,4","922,3",,19,"17,7",19,"18,7","17,8","17,5",93.0,92.0,92.0,7.0,"2,3",",6",
2026/01/30,0700 UTC,0,"921,5","922,3","921,5",,"18,8","17,3",19,"18,6","17,7","17,1",92.0,90.0,91.0,182.0,2,",4",
2026/01/30,0800 UTC,0,922,922,"921,4",,"18,7","17,3",19,"18,5","17,6","17,1",92.0,91.0,92.0,122.0,3,",1",
2026/01/30,0900 UTC,0,"922,3","922,3","921,9","5,3",19,"16,8",19,"18,4","17,3","16,5",92.0,87.0,87.0,24.0,"2,9",",6",
2026/01/30,1000 UTC,0,"922,7","922,8","922,3","332,8",20,"16,4",20,"18,6","17,2","16,4",88.0,80.0,80.0,59.0,"2,8",",7",
2026/01/30,1100 UTC,0,"923,1","923,1","922,7","773,2","21,5","16,1","21,7","19,8","16,7","15,6",80.0,71.0,71.0,52.0,"3,5","1,5",
2026/01/30,1200 UTC,0,"923,3","923,3","923,1","1423,4","21,7","16,5","22,1","21,2","16,8","15,7",74.0,70.0,72.0,8.0,6,"2,5",
2026/01/30,1300 UTC,0,"923,4","923,4","923,3","1058,3","22,3","16,6","22,3","21,6","17,1","16,1",74.0,70.0,70.0,354.0,"7,1","3,1",
2026/01/30,1400 UTC,",8","923,6","923,7","923,3","754,1","20,7","17,3","22,3","20,7","17,3","16,3",81.0,70.0,81.0,340.0,8,"3,4",
2026/01/30,1500 UTC,",4",923,"923,6",923,"1150,6","22,3","17,9","22,4","20,7","18,4","17,4",82.0,76.0,76.0,338.0,8,"2,8",
2026/01/30,1600 UTC,0,922,923,922,"1746,1",23,"17,2","23,4","22,2","18,1",17,77.0,69.0,70.0,337.0,"7,4","3,2",
2026/01/30,1700 UTC,0,"921,1",922,"921,1","2103,1","24,3",17,"24,4",23,"17,7","16,6",70.0,63.0,64.0,329.0,"7,5","3,6",
2026/01/30,1800 UTC,0,"920,3","921,1","920,3","1972,6","25,9",17,26,"24,2","17,7","16,5",65.0,57.0,58.0,346.0,"7,5",3,
2026/01/30,1900 UTC,0,"919,9","920,3","919,9","2086,1","26,2","16,3","26,7","25,3","17,2",16,60.0,53.0,55.0,301.0,"9,8","3,8",
2026/01/30,2000 UTC,0,"919,7","919,9","919,6","541,9","23,6","15,8","26,2","23,6","16,8","15,3",62.0,54.0,62.0,307.0,"10,9","3,9",
2026/01/30,2100 UTC,",2","920,5","920,6","919,7","639,7","22,3","15,7","23,6","21,5","16,3","13,3",70.0,55.0,66.0,282.0,"8,4","2,2",
2026/01/30,2200 UTC,,,,,,,,,,,,,,,,,,
2026/01/30,2300 UTC,0,"921,5","921,5","920,7",,"20,6","15,5",21,"20,5",16,"15,2",74.0,69.0,73.0,271.0,"3,7",",4",
2026/01/31,0000 UTC,0,"921,6","921,6","921,5",,"20,5","15,3","20,8","20,3","15,6","15,2",73.0,71.0,72.0,302.0,"1,9",",2",
2026/01/31,0100 UTC,0,922,922,"921,6",,"20,8","15,9",21,"20,5","15,9","15,4",73.0,72.0,73.0,16.0,"2,1",1,
2026/01/31,0200 UTC,0,"921,9",922,"921,8",,"20,3","16,2","20,9","20,3","16,3","15,9",78.0,73.0,78.0,355.0,"2,7","1,4",
2026/01/31,0300 UTC,0,"921,1","921,9","921,1",,"20,1","16,4","20,5","19,9","16,6","16,2",80.0,77.0,79.0,61.0,"2,3",",9",
2026/01/31,0400 UTC,0,"920,6","921,1","920,6",,"19,7","15,8","20,1","19,7","16,4","15,8",80.0,78.0,78.0,26.0,"3,5","1,2",
2026/01/31,0500 UTC,0,"920,5","920,6","920,5",,"19,3","16,5","19,7","19,3","16,6","15,8",84.0,78.0,84.0,357.0,5,"2,7",
2026/01/31,0600 UTC,0,"920,2","920,6","920,1",,"19,3","16,4","19,4","19,2","16,6","16,4",84.0,84.0,84.0,359.0,5,"1,5",
2026/01/31,0700 UTC,0,"920,1","920,2","919,9",,"19,2","16,4","19,4","19,2","16,5","16,4",84.0,84.0,84.0,16.0,"3,8","1,5",
2026/01/31,0800 UTC,0,"920,3","920,4",920,,"19,6","16,9","19,6","19,1","16,9","16,4",84.0,84.0,84.0,346.0,"6,1","3,1",
2026/01/31,0900 UTC,0,"920,6","920,6","920,3","2,2","19,8","16,8","19,9","19,6","16,9","16,8",84.0,83.0,83.0,340.0,"7,9","2,7",
2026/01/31,1000 UTC,0,"921,3","921,3","920,6","172,6","20,3","16,9","20,3","19,8","16,9","16,7",83.0,80.0,81.0,334.0,"7,6","2,2",
2026/01/31,1100 UTC,0,"921,8","921,8","921,3","354,6","20,6",17,"20,6","20,2","17,2","16,7",81.0,80.0,80.0,333.0,6,3,
2026/01/31,1200 UTC,0,"922,1","922,2","921,8",612,"21,6",17,22,"20,6","17,6","16,9",80.0,75.0,75.0,360.0,"6,6","1,2",
2026/01/31,1300 UTC,0,"922,1","922,1","921,9","995,9","22,6","17,2","22,7","21,4","17,5","16,8",76.0,71.0,72.0,341.0,"6,7","3,3",
2026/01/31,1400 UTC,0,"922,1","922,2",922,"1859,1","23,1","16,8","23,7","22,6","17,6","16,7",72.0,67.0,68.0,345.0,"9,4","4,4",
2026/01/31,1500 UTC,",4","921,9","922,1","921,9","1841,4","23,9","17,9","24,3","21,7","18,6","16,8",78.0,68.0,69.0,325.0,"9,1","3,1",
2026/01/31,1600 UTC,0,"921,5","921,9","921,5","2113,3","25,2","17,3","25,4","23,5","18,5",17,70.0,61.0,62.0,308.0,"8,7","3,8",
2026/01/31,1700 UTC,0,"920,8","921,5","920,8","2616,4","26,5","16,2","26,9","25,1",18,"16,2",64.0,53.0,53.0,347.0,"10,6","3,5",
2026/01/31,1800 UTC,0,920,"920,8",920,2632,"26,8","16,3","27,8","26,2","17,2","15,2",55.0,49.0,53.0,334.0,"9,9","3,3",
2026/01/31,1900 UTC,0,"919,3",920,"919,3","1908,6","26,8","14,4",28,26,"16,8","14,4",56.0,44.0,47.0,336.0,"8,4","3,8",
2026/01/31,2000 UTC,0,919,"919,3","918,9","1476,7","27,6","14,3","28,2","26,7",15,"13,8",48.0,42.0,44.0,326.0,"8,8","3,2",
2026/01/31,2100 UTC,0,919,919,"918,8","884,7","27,2","14,3","28,3","27,2",15,"13,8",46.0,42.0,45.0,326.0,"7,8","3,8",
2026/01/31,2200 UTC,0,"919,2","919,3",919,"126,1","25,9","15,3","27,3","25,9","15,3","14,3",52.0,45.0,52.0,4.0,"7,7","1,9",
2026/01/31,2300 UTC,0,"919,7","919,7","919,2",,25,16,"25,9",25,16,"15,2",57.0,52.0,57.0,14.0,4,"1,8",
