Data,Hora UTC,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",Unnamed: 19
2026/01/07,2200 UTC,",8","926,6","926,8","926,2","32,1","19,6","17,7","19,8","18,7","17,9","17,1",91.0,88.0,89.0,149.0,4,",1",
2026/01/07,2300 UTC,0,"927,1","927,4","926,5",,"20,9","19,2",21,"19,5","19,2","17,7",90.0,89.0,90.0,211.0,4,",9",
2026/01/08,0000 UTC,0,"927,4","927,4","927,1",,"20,9","19,2","20,9","20,6","19,2","18,8",90.0,89.0,90.0,54.0,"2,3",",2",
2026/01/08,0100 UTC,0,"928,2","928,2","927,2",,"20,7","18,8","21,1","20,6","19,3","18,3",90.0,87.0,89.0,254.0,"2,5","1,1",
2026/01/08,0200 UTC,0,"928,4","928,4","928,2",,"20,5","18,6","20,9","20,4",19,"18,6",90.0,89.0,89.0,354.0,"1,7",0,
2026/01/08,0300 UTC,0,"928,3","928,4","928,2",,"20,6","17,7","20,7","20,1","18,7","17,7",89.0,83.0,83.0,345.0,"1,5",",9",
2026/01/08,0400 UTC,,,,,,,,,,,,,,,,,,
2026/01/08,0500 UTC,0,"927,2","927,7","927,1",,"20,1","16,5","20,5","20,1","17,6","16,4",85.0,78.0,80.0,107.0,"2,9",",7",
2026/01/08,0600 UTC,0,"926,9","927,2","926,7",,20,"16,5","20,4",20,"16,9","16,4",81.0,79.0,80.0,160.0,"3,1","1,2",
2026/01/08,0700 UTC,0,"927,4","927,5","926,9",,"20,4","16,7","21,1",20,"16,8","16,4",81.0,76.0,79.0,286.0,"2,8","1,1",
2026/01/08,0800 UTC,0,"927,2","927,4","927,2",,"20,6","16,4","21,1","20,4","16,7","16,3",79.0,75.0,77.0,29.0,3,",9",
2026/01/08,0900 UTC,0,"927,5","927,5","927,1","17,5","20,5","16,4","20,6","19,9","16,6","16,2",80.0,77.0,77.0,11.0,"1,5",0,
2026/01/08,1000 UTC,0,"927,8","927,8","927,4","537,2","22,4","16,2","22,4","20,5","16,9","16,1",78.0,68.0,68.0,355.0,5,"1,3",
2026/01/08,1100 UTC,0,"927,9","928,1","927,8","1452,3",24,"15,7","24,4","22,4","16,8","15,7",68.0,60.0,60.0,343.0,4,2,
2026/01/08,1200 UTC,0,"927,8",928,"927,7","2313,6","25,6","15,7","25,9",24,"16,3","15,5",61.0,54.0,54.0,16.0,"6,6","2,7",
2026/01/08,1300 UTC,0,"927,9",928,"927,8","3044,2","26,7","15,4","27,4","25,5","16,8","15,2",55.0,49.0,50.0,9.0,7,3,
2026/01/08,1400 UTC,0,"927,7","927,9","927,7","3160,4","27,8","15,3","28,2","26,3","16,7","15,3",51.0,46.0,47.0,11.0,"7,1","2,9",
2026/01/08,1500 UTC,0,"927,3","927,8","927,3","2531,5","27,9","15,5","29,2","27,4","16,5","14,7",49.0,42.0,47.0,330.0,"7,2","2,2",
2026/01/08,1600 UTC,0,"926,6","927,3","926,6","3411,5","29,1","14,9",30,"27,9","15,9",14,47.0,39.0,42.0,10.0,"7,2","2,4",
2026/01/08,1700 UTC,0,926,"926,7",926,"2737,1","30,4","14,3","30,7",29,"16,9","13,9",45.0,37.0,38.0,348.0,"6,2","1,9",
2026/01/08,1800 UTC,0,"924,9",926,"924,9","2933,6","30,9","13,5","31,4","29,7","16,1","13,4",41.0,34.0,35.0,337.0,"6,5",3,
2026/01/08,1900 UTC,0,"925,5","925,5","924,8","1398,6","25,4","16,7","31,9","25,4","18,3","12,8",58.0,32.0,58.0,152.0,"9,7",4,
2026/01/08,2000 UTC,0,"926,2","926,3","925,5","316,5","23,9","16,2","25,4","22,6","17,1","15,6",70.0,58.0,62.0,133.0,"9,7","3,3",
2026/01/08,2100 UTC,9,"926,6",927,"926,1","42,7","19,9","17,7","23,9","19,9","18,1",16,87.0,62.0,87.0,121.0,"8,4",2,
2026/01/08,2200 UTC,"4,6","927,1","927,1","926,3","6,8",20,"18,2","20,1","19,2","18,3","17,5",91.0,87.0,89.0,156.0,"5,4","1,1",
2026/01/08,2300 UTC,"1,2",928,928,927,,"20,6","18,7","20,6","19,8","18,9","17,9",90.0,89.0,89.0,35.0,3,",8",
2026/01/09,0000 UTC,0,"928,3","928,3",928,,"20,4","18,6","20,7","20,3",19,"18,4",90.0,89.0,89.0,216.0,"2,3",",2",
2026/01/09,0100 UTC,0,"928,3","928,3",928,,"20,9","18,9","21,3","20,4","19,3","18,6",90.0,88.0,89.0,141.0,"2,5",",3",
2026/01/09,0200 UTC,",2","928,1","928,5","927,9",,"21,5","19,1","21,5","20,8","19,4","18,9",89.0,86.0,86.0,44.0,"2,7",",9",
2026/01/09,0300 UTC,0,"928,7","928,8",928,,"21,1",19,"21,6","20,8","19,1","18,5",88.0,85.0,88.0,240.0,"2,7","1,2",
2026/01/09,0400 UTC,0,"928,4","928,7","928,3",,"21,2","19,2","21,2",21,"19,2",19,89.0,88.0,88.0,245.0,"4,3",",7",
2026/01/09,0500 UTC,0,928,"928,4",928,,21,"18,9","21,4",21,"19,2","18,8",88.0,87.0,87.0,150.0,"1,6",",5",
2026/01/09,0600 UTC,0,"927,4",928,"927,4",,"21,4","18,6","21,5",21,"19,2","18,6",88.0,84.0,84.0,40.0,"1,8",",5",
2026/01/09,0700 UTC,0,"927,1","927,4","927,1",,"21,1","18,5","21,4",21,"18,8","18,3",86.0,84.0,85.0,107.0,"3,5","1,1",
2026/01/09,0800 UTC,0,"927,2","927,2",927,,"20,6",18,"21,1","20,6","18,4","17,9",85.0,83.0,85.0,84.0,"2,9",",2",
2026/01/09,0900 UTC,0,"927,7","927,7","927,2","16,1","20,5","17,7","20,9","20,4","18,3","17,6",86.0,83.0,84.0,91.0,"2,2",",6",
2026/01/09,1000 UTC,0,"928,1","928,1","927,7","514,5","23,8","18,9","23,8","20,4","18,9","17,6",85.0,73.0,74.0,189.0,"2,2",",2",
2026/01/09,1100 UTC,0,"928,1","928,2","928,1","1384,5","24,9","17,4","26,7","23,6","19,2","16,9",74.0,59.0,63.0,115.0,2,1,
2026/01/09,1200 UTC,0,928,"928,1",928,"1430,2","26,5","16,6",27,"24,8","18,2","16,5",65.0,53.0,55.0,107.0,"3,8","1,5",
2026/01/09,1300 UTC,0,"928,2","928,2",928,2651,"28,2","16,6","28,6","26,3","18,2","16,6",57.0,49.0,49.0,141.0,"3,5","1,6",
2026/01/09,1400 UTC,0,"927,8","928,3","927,7","3109,6","29,8","15,8","29,8",28,"17,5","15,2",52.0,42.0,43.0,354.0,5,"1,8",
2026/01/09,1500 UTC,0,"927,6","927,8","927,6","3104,8","30,9","13,8","30,9","28,9","15,4","12,8",43.0,34.0,35.0,2.0,"5,9","2,3",
2026/01/09,1600 UTC,0,"927,2","927,6","927,2",3725,32,"12,4","32,2","30,4","14,5","11,2",36.0,29.0,30.0,18.0,"5,8","2,1",
2026/01/09,1700 UTC,0,"926,6","927,2","926,6","3212,4",32,"13,2","33,1","31,3",15,"11,2",35.0,28.0,32.0,325.0,"5,5","1,9",
2026/01/09,1800 UTC,0,"926,4","926,6","926,2","1746,8","28,4","18,5",33,"28,4","18,5","10,5",55.0,26.0,55.0,181.0,"6,3","2,3",
2026/01/09,1900 UTC,0,"926,9","926,9","926,1","323,6","24,8","16,4","28,4","24,8","18,6","14,4",60.0,49.0,60.0,204.0,"12,5","1,5",
2026/01/09,2000 UTC,0,927,927,"926,4","147,6","24,1","19,7","24,8","24,1",20,17,76.0,60.0,76.0,202.0,"6,1","2,8",
2026/01/09,2100 UTC,0,"926,8","927,2","926,6","158,5","24,2","19,4","24,4",24,"19,7","19,3",76.0,74.0,75.0,207.0,"5,6","1,5",
2026/01/09,2200 UTC,0,927,927,"926,8",86,"23,7","19,4","24,3","23,7","19,5","19,2",77.0,74.0,77.0,174.0,"3,8",1,
2026/01/09,2300 UTC,0,"927,3","927,3","926,9",,"23,2","19,4","23,7","23,2","19,5","19,2",79.0,77.0,79.0,184.0,"4,3",",9",
2026/01/10,0000 UTC,0,"927,6","927,8","927,3",,"22,9","19,5","23,2","22,9","19,6","19,3",81.0,79.0,81.0,169.0,"2,7",",9",
2026/01/10,0100 UTC,0,"927,8","927,8","927,6",,"22,9","19,3","23,1","22,9","19,7","19,3",81.0,80.0,80.0,140.0,"4,1","2,2",
2026/01/10,0200 UTC,0,"927,7",928,"927,7",,"22,6","19,2","22,9","22,6","19,3","19,2",81.0,80.0,81.0,138.0,"4,1","1,9",
2026/01/10,0300 UTC,0,"927,2","927,7","927,2",,"22,2",19,"22,6","22,1","19,1","18,9",82.0,81.0,82.0,137.0,"3,7","1,3",
2026/01/10,0400 UTC,0,"926,3","927,2","926,3",,22,19,"22,2","21,9",19,"18,8",83.0,82.0,83.0,121.0,"3,3","1,7",
2026/01/10,0500 UTC,0,"926,2","926,3","926,1",,"21,5","18,9",22,"21,5","19,1","18,9",85.0,83.0,85.0,104.0,"3,3",",6",
2026/01/10,0600 UTC,0,"925,9","926,2","925,9",,"21,5","18,5","21,8","21,5","19,1","18,5",86.0,83.0,83.0,122.0,"2,7",",7",
2026/01/10,0700 UTC,0,"925,7","925,9","925,7",,"21,5","18,1","21,7","21,4","18,4","17,9",83.0,80.0,81.0,105.0,"3,6","1,5",
2026/01/10,0800 UTC,0,"926,3","926,3","925,7",,"20,6","17,7","21,5","20,6","18,1","17,7",84.0,81.0,84.0,153.0,4,",6",
2026/01/10,0900 UTC,0,"926,8","926,8","926,3","22,4",21,18,21,"20,4","18,1","17,7",85.0,83.0,83.0,111.0,"2,6",",7",
2026/01/10,1000 UTC,0,"927,3","927,3","926,8",537,"23,6","18,3","23,6",21,"18,7",18,83.0,72.0,72.0,139.0,"3,6",",9",
2026/01/10,1100 UTC,0,"927,4","927,5","927,3","1416,6","26,4","17,3","26,4","23,6","18,7","17,2",72.0,57.0,57.0,128.0,3,"1,5",
2026/01/10,1200 UTC,0,"927,3","927,4","927,3","2233,1","29,1","15,4","29,1","26,4","18,1","15,2",59.0,44.0,44.0,82.0,"5,3","2,1",
2026/01/10,1300 UTC,0,"926,9","927,3","926,9","2978,8",29,"15,5","29,5","28,2",16,"14,9",47.0,42.0,44.0,19.0,"5,8","1,8",
2026/01/10,1400 UTC,0,"925,9","926,9","925,9","3554,1","30,2","15,5","30,3",29,"16,3","14,9",45.0,40.0,41.0,354.0,"6,8","2,8",
2026/01/10,1500 UTC,0,"925,4","925,9","925,4","2758,9","30,7","14,7","31,1","29,5","15,8",14,42.0,37.0,38.0,350.0,"7,8","3,2",
2026/01/10,1600 UTC,0,"924,9","925,4","924,9","3542,9","32,1","13,1","32,7","30,6",15,"11,9",39.0,29.0,32.0,351.0,"7,5","2,5",
2026/01/10,1700 UTC,0,924,"924,9","923,9","3687,9","32,9","13,3","33,4","32,1","14,6","11,5",33.0,28.0,31.0,347.0,"7,4","3,3",
2026/01/10,1800 UTC,0,923,924,"922,9","3107,1","33,6","13,2","33,8","31,9","13,9","12,2",33.0,28.0,29.0,349.0,"7,4","2,8",
2026/01/10,1900 UTC,0,"922,2",923,"922,2","2775,6",33,"10,9","34,6",33,"14,3","10,1",31.0,25.0,26.0,83.0,"7,4","1,9",
2026/01/10,2000 UTC,0,922,"922,2","921,8","1493,6","33,3",8,"33,4","32,7","12,7","6,1",29.0,18.0,21.0,77.0,"6,4",",7",
2026/01/10,2100 UTC,0,"922,3","922,3","921,9","262,2","29,5","12,1","33,3","29,2","12,6","7,7",36.0,21.0,34.0,29.0,9,",8",
2026/01/10,2200 UTC,0,924,924,"922,3","31,1",26,18,"29,5",26,"20,3","12,2",65.0,34.0,62.0,212.0,"8,3","2,8",
2026/01/10,2300 UTC,0,"924,1","924,4",924,,"25,1","17,5",26,25,"18,1","17,4",64.0,61.0,63.0,193.0,"5,2",",7",
2026/01/11,0000 UTC,0,"925,5","925,5","924,1",,"25,5","17,5","25,8","25,1","17,9","17,2",63.0,60.0,61.0,286.0,"5,9","2,8",
2026/01/11,0100 UTC,"2,2","926,2","926,3","925,5",,"22,6","18,8","25,5","22,3",19,"17,5",81.0,61.0,79.0,259.0,"6,6","2,1",
2026/01/11,0200 UTC,0,926,"926,3",926,,"22,6","18,6","22,8","22,4","19,3","18,6",81.0,78.0,78.0,192.0,"4,6",",8",
2026/01/11,0300 UTC,0,"925,3",926,"925,3",,"22,1","18,5","22,6","22,1","18,9","18,4",80.0,78.0,80.0,106.0,"2,1",",3",
2026/01/11,0400 UTC,,,,,,,,,,,,,,,,,,
2026/01/11,0500 UTC,,,,,,,,,,,,,,,,,,
2026/01/11,0600 UTC,,,,,,,,,,,,,,,,,,
2026/01/11,0700 UTC,,,,,,,,,,,,,,,,,,
2026/01/11,0800 UTC,,,,,,,,,,,,,,,,,,
2026/01/11,0900 UTC,,,,,,,,,,,,,,,,,,
2026/01/11,1000 UTC,0,"925,2","925,2","924,9","350,7","23,6",18,"23,6","21,9","18,2","17,6",79.0,71.0,71.0,1.0,"1,8",",3",
2026/01/11,1100 UTC,0,"925,5","925,6","925,1","847,1","25,7","18,1","25,7","23,6","18,5","17,2",71.0,62.0,63.0,206.0,"1,9",",9",
2026/01/11,1200 UTC,0,"925,7","925,7","925,4","2386,8","27,8","15,6","28,3","25,6","18,1","15,3",63.0,46.0,47.0,43.0,"6,4","2,6",
2026/01/11,1300 UTC,0,"925,8","925,8","925,7","3000,3","28,5","14,6","29,1","27,4","16,4","14,6",50.0,43.0,43.0,23.0,"8,8","3,5",
2026/01/11,1400 UTC,0,"925,3","925,8","925,3","3609,3","29,5","14,6","30,2","28,5","15,6","13,5",45.0,37.0,40.0,349.0,"10,1","4,2",
2026/01/11,1500 UTC,0,"924,9","925,3","924,8","3626,2",31,"13,4",31,"29,5","14,9","12,9",40.0,34.0,34.0,7.0,"8,8",4,
2026/01/11,1600 UTC,0,"924,4","924,9","924,4","3654,5","31,1","13,2","31,5","30,5","14,3","12,6",36.0,32.0,33.0,351.0,"8,8","4,5",
2026/01/11,1700 UTC,0,"923,8","924,5","923,8","3575,5","32,3","13,2","32,7","30,6","13,4","11,7",34.0,28.0,31.0,360.0,"8,8","2,7",
2026/01/11,1800 UTC,0,"923,2","923,8","923,1","3126,2","32,5","11,4",33,"31,3","13,9","10,7",33.0,27.0,28.0,21.0,"7,2","2,4",
2026/01/11,1900 UTC,0,"922,6","923,2","922,6","1950,3","32,6",11,33,"31,2","12,7","10,5",31.0,26.0,27.0,357.0,"6,7","2,3",
2026/01/11,2000 UTC,0,"922,2","922,6","922,2","1255,4","32,9","10,9","32,9","31,2","11,9","9,9",30.0,25.0,26.0,38.0,"6,6","1,5",
2026/01/11,2100 UTC,,,,,,,,,,,,,,,,,,
2026/01/11,2200 UTC,0,"922,8","922,8","922,3","145,8","30,5","9,7","32,6","30,5","9,8","8,1",28.0,22.0,28.0,18.0,"3,8","1,2",
2026/01/11,2300 UTC,0,"923,2","923,2","922,8",,"28,9","15,5","30,5","28,9","15,6","9,7",45.0,28.0,44.0,229.0,3,",8",
2026/01/12,0000 UTC,0,924,924,"923,2",,"27,4","19,5","28,9","27,4","20,1","16,6",63.0,44.0,62.0,153.0,"3,8","1,6",
2026/01/12,0100 UTC,0,"924,5","924,5",924,,"26,8","17,1","27,5","26,8","19,5",17,62.0,54.0,55.0,153.0,"3,8","1,3",
2026/01/12,0200 UTC,0,"924,4","924,5","924,4",,"26,3","16,8","27,1","26,1",17,"16,3",56.0,52.0,56.0,137.0,"3,9","1,3",
2026/01/12,0300 UTC,0,924,"924,4",924,,"25,5","17,1","26,4","25,5","17,2","16,8",60.0,56.0,60.0,158.0,"3,1",",7",
2026/01/12,0400 UTC,0,"923,5",924,"923,5",,"25,2","17,8","25,6","24,8","17,9","16,8",63.0,59.0,63.0,81.0,"2,1",",7",
2026/01/12,0500 UTC,0,"923,4","923,5","923,4",,"24,6","16,8","25,3","24,5","18,1","16,8",66.0,62.0,62.0,96.0,"2,3",0,
2026/01/12,0600 UTC,0,"923,5","923,5","923,4",,"24,2","16,6","24,8","24,2","16,9","16,3",63.0,60.0,62.0,61.0,"2,1",",4",
2026/01/12,0700 UTC,0,"923,7","923,7","923,5",,"23,9",16,"24,2","23,5","17,1",16,65.0,61.0,61.0,101.0,"2,9",1,
2026/01/12,0800 UTC,0,"923,9",924,"923,7",,"23,8","15,8","24,1","23,6","16,5","15,8",64.0,61.0,61.0,75.0,"2,5",",6",
2026/01/12,0900 UTC,0,"924,3","924,3","923,9","26,8","23,9","15,9","23,9","23,2","16,1","15,8",64.0,61.0,61.0,104.0,"2,3",",9",
2026/01/12,1000 UTC,0,925,925,"924,3","540,7","25,5","14,9","25,8","23,9","15,8","14,7",61.0,51.0,52.0,110.0,"3,6",1,
2026/01/12,1100 UTC,0,"925,7","925,7",925,"837,7","26,6","15,1","26,6","25,4","15,4","14,6",54.0,49.0,50.0,120.0,"4,4","1,3",
2026/01/12,1200 UTC,0,"925,9","925,9","925,7","1950,3","28,5","11,4","28,5","26,6","15,7","10,9",51.0,34.0,35.0,33.0,"3,5","1,5",
2026/01/12,1300 UTC,0,"925,7",926,"925,7","2649,2","30,1","11,9","30,4","28,3","12,8","10,6",37.0,30.0,33.0,46.0,"7,1","1,8",
2026/01/12,1400 UTC,0,"925,8","925,9","925,7","3222,7","30,5","12,4","30,8","29,7","12,8","11,1",34.0,31.0,33.0,360.0,"9,1","2,6",
2026/01/12,1500 UTC,0,"925,4","925,8","925,4","3371,1","30,9",13,"31,3","29,7","14,1","12,2",36.0,32.0,34.0,356.0,9,"4,2",
2026/01/12,1600 UTC,0,"924,9","925,4","924,8","3781,7","31,8","13,4","32,2","30,8","13,4","11,5",34.0,29.0,33.0,341.0,9,"3,4",
2026/01/12,1700 UTC,0,"924,1","924,9","924,1","3806,7","32,8","11,5","33,3","31,7","13,5","10,4",34.0,26.0,27.0,44.0,"7,7","3,4",
2026/01/12,1800 UTC,0,"923,4","924,1","923,4","3096,4","33,3","10,1","33,5","32,1","12,3","9,7",29.0,24.0,24.0,23.0,"7,8","1,7",
2026/01/12,1900 UTC,0,"923,2","923,4","922,7","2136,9",32,"8,9","34,2","31,8","11,1","8,5",26.0,21.0,24.0,59.0,"5,2","1,3",
2026/01/12,2000 UTC,0,"923,2","923,5","923,1","546,9","28,6","19,4","32,1","28,6","19,4","8,8",58.0,24.0,58.0,203.0,"6,5","2,7",
2026/01/12,2100 UTC,0,"923,7","923,7","923,1","184,1","27,7",20,"28,6","27,7",20,"19,5",63.0,58.0,63.0,243.0,6,"1,9",
2026/01/12,2200 UTC,"5,2","924,3","924,3","923,7","33,3","25,2",22,"27,7","24,4","22,2","19,9",84.0,63.0,82.0,207.0,"4,5",",9",
2026/01/12,2300 UTC,0,"925,4","925,4","924,2",",4","25,2","21,4","25,5",25,22,"21,1",82.0,78.0,79.0,219.0,"3,6","1,3",
2026/01/13,0000 UTC,0,926,926,"925,4",,"25,3","19,1","25,3","24,9","21,3",19,79.0,68.0,68.0,154.0,4,"1,8",
2026/01/13,0100 UTC,0,"926,2","926,3",926,,"25,6","17,3","25,6",25,"19,2","17,2",70.0,60.0,60.0,137.0,6,"2,6",
2026/01/13,0200 UTC,0,"926,2","926,6","926,1",,"25,2","16,5","25,6","25,2","17,6","16,4",62.0,58.0,58.0,160.0,6,"1,6",
2026/01/13,0300 UTC,0,"926,1","926,2","925,8",,"24,3","18,6","25,2","24,3","18,8","16,5",71.0,58.0,71.0,142.0,"5,6","1,6",
2026/01/13,0400 UTC,",2","925,6","926,3","925,6",,"23,3","19,3","24,3","23,3","19,3","18,6",78.0,71.0,78.0,223.0,"3,9","1,4",
2026/01/13,0500 UTC,"1,6","925,1","925,6","924,4",,"22,5","19,9","23,3","22,4","20,1","19,3",86.0,78.0,85.0,304.0,"3,7",0,
2026/01/13,0600 UTC,",2",925,"925,3","924,7",,"22,1","19,9","22,6",22,"20,1","19,7",88.0,85.0,88.0,293.0,"2,6","1,3",
2026/01/13,0700 UTC,0,"924,8",925,"924,7",,"22,1","19,9","22,4",22,"20,1","19,7",88.0,86.0,87.0,328.0,"2,8","1,5",
2026/01/13,0800 UTC,0,"926,1","926,1","924,8",,"21,2","18,6","22,2","21,2","19,9","18,6",87.0,85.0,85.0,338.0,"8,2","3,7",
2026/01/13,0900 UTC,0,"927,3","927,3","926,1","11,3","20,4","16,7","21,3","20,4","18,7","16,4",85.0,76.0,79.0,325.0,"11,1","3,6",
2026/01/13,1000 UTC,0,"928,2","928,2","927,2","59,7","20,3","16,6","20,5","20,3","16,8","16,5",80.0,78.0,79.0,350.0,"8,7","1,7",
2026/01/13,1100 UTC,1,"929,3","929,3","928,2","77,5",20,"16,4","20,9",20,"16,9",16,80.0,74.0,80.0,47.0,"4,7","1,9",
2026/01/13,1200 UTC,"2,6","929,2","929,4","929,2","113,3","19,7","17,6",20,"19,6","17,7","16,4",88.0,80.0,88.0,77.0,"5,7","2,3",
2026/01/13,1300 UTC,1,"928,3","929,3","928,3","343,1","20,3","16,1","20,3","19,7","17,7","16,1",88.0,77.0,77.0,348.0,"5,9","2,6",
2026/01/13,1400 UTC,",2","927,4","928,3","927,4","624,3","21,4","17,6","21,4","20,3","17,6","15,8",80.0,73.0,79.0,259.0,"5,5",",7",
2026/01/13,1500 UTC,0,"927,3","928,1","927,2","1127,9","22,9",16,"23,2","21,3","17,5","15,6",79.0,65.0,65.0,31.0,"9,1",",7",
2026/01/13,1600 UTC,0,"927,4","927,6","927,3","2718,8","26,6","16,4","26,8","22,9","18,1","15,8",69.0,54.0,54.0,83.0,"3,4",",5",
2026/01/13,1700 UTC,0,"926,3","927,4","926,3","3612,8","28,7","14,2","28,7","26,2","17,9","12,8",58.0,38.0,41.0,8.0,"6,2","3,3",
2026/01/13,1800 UTC,0,"925,2","926,3","925,2","3367,8","29,6","13,5","30,1","28,7","15,8",13,44.0,36.0,37.0,335.0,"6,8","3,3",
2026/01/13,1900 UTC,0,"924,4","925,2","924,4",2683,"30,1",13,"30,9","29,4","14,6",12,39.0,32.0,35.0,326.0,"6,8","3,1",
2026/01/13,2000 UTC,0,"924,3","924,4","924,2","1858,3","30,3","13,2","30,8",30,"13,5","11,4",37.0,30.0,35.0,349.0,"5,5","1,9",
2026/01/13,2100 UTC,0,"924,7","924,7","924,3","1101,2","29,8","13,7","30,4","29,6","14,5",13,39.0,34.0,37.0,43.0,"4,3","1,4",
2026/01/13,2200 UTC,0,"925,5","925,5","924,6","257,4","25,7","19,1",30,"25,7","19,1","13,6",67.0,37.0,67.0,215.0,"6,2","2,8",
2026/01/13,2300 UTC,"3,4","927,7","927,7","925,5","1,5","18,9","16,3","25,7","18,9","19,5",16,85.0,67.0,85.0,159.0,"13,9","5,6",
2026/01/14,0000 UTC,19,"928,8","928,8","927,7",,"19,6","18,2","19,6","17,9","18,2",16,92.0,85.0,92.0,107.0,"12,9","3,3",
2026/01/14,0100 UTC,"1,2","928,8","929,1","928,7",,"19,7","17,8","19,9","19,7","18,3","17,6",92.0,88.0,89.0,87.0,"9,6",4,
2026/01/14,0200 UTC,"1,2",929,"929,1","928,7",,"19,6","17,2",20,"19,6","17,9","17,2",89.0,86.0,86.0,65.0,"9,2",",9",
2026/01/14,0300 UTC,0,"928,1","929,1","928,1",,"20,4","16,8","20,7","19,6","17,5","16,8",86.0,78.0,80.0,353.0,"3,9","2,3",
2026/01/14,0400 UTC,0,"926,7","928,1","926,7",,"20,6",16,"20,7","20,3","16,8",16,80.0,74.0,75.0,342.0,"6,3","2,8",
2026/01/14,0500 UTC,0,"926,5","926,7","926,3",,"20,7","15,9",21,"20,5",16,"15,6",75.0,72.0,74.0,7.0,"6,3","2,5",
2026/01/14,0600 UTC,0,"926,3","926,7","926,3",,"20,1","16,7","20,7","19,9","16,7",16,81.0,74.0,81.0,107.0,"5,5",",8",
2026/01/14,0700 UTC,0,"926,3","926,4","926,2",,20,"16,1","20,4",20,"16,8","16,1",81.0,76.0,78.0,90.0,"2,9",0,
2026/01/14,0800 UTC,0,"926,7","926,7","926,2",,"19,8","16,2","20,1","19,8","16,3","16,1",80.0,78.0,80.0,110.0,"1,8",0,
2026/01/14,0900 UTC,0,"927,3","927,3","926,7","19,3","20,3","16,7","20,3","19,8","16,7","16,2",80.0,79.0,80.0,119.0,"1,8",",7",
2026/01/14,1000 UTC,0,"927,7","927,7","927,3",360,"21,5","15,9","21,8","20,3",17,"15,7",80.0,70.0,70.0,323.0,"1,8",",3",
2026/01/14,1100 UTC,0,928,928,"927,7","807,9","23,2",16,"23,4","21,5","16,7","15,6",72.0,63.0,64.0,330.0,"1,7",",5",
2026/01/14,1200 UTC,0,"928,3","928,3",928,"2023,6","25,1","16,2","25,8","22,8","16,9","15,5",65.0,55.0,58.0,99.0,"3,2","1,5",
2026/01/14,1300 UTC,0,"928,2","928,3","928,1","2948,4","27,1","16,3","27,5","25,1",17,"15,3",58.0,50.0,52.0,137.0,"3,9","1,4",
2026/01/14,1400 UTC,0,"927,9","928,2","927,9","3442,7","28,4","15,1","28,5","26,2","16,8",14,55.0,42.0,44.0,28.0,"5,7","1,4",
2026/01/14,1500 UTC,0,"927,5","927,9","927,5","3540,8","28,5","14,8","29,2","27,6","16,1","12,8",47.0,38.0,43.0,35.0,"7,7",2,
2026/01/14,1600 UTC,0,"926,8","927,5","926,7","2974,2","28,4","15,3","29,3","27,9","16,3","14,1",48.0,42.0,45.0,13.0,"6,5","1,9",
2026/01/14,1700 UTC,0,"926,1","926,8","926,1","1433,9","25,7","16,5","28,4","25,7","16,7","14,4",57.0,43.0,57.0,108.0,"8,4","2,4",
2026/01/14,1800 UTC,0,"925,3","926,1","925,3","1991,5","27,8","16,8","27,8","25,6","18,9","15,6",63.0,49.0,51.0,116.0,"6,9","2,1",
2026/01/14,1900 UTC,0,"925,1","925,3","924,9","2479,7","26,4","16,5","28,3","26,2","18,4","15,8",58.0,48.0,55.0,133.0,"7,6","2,9",
2026/01/14,2000 UTC,0,"925,6","925,6","924,9","573,5","24,5","16,5","26,7","24,5","16,7","15,2",61.0,52.0,61.0,125.0,"5,7","2,6",
2026/01/14,2100 UTC,0,926,926,"925,5",203,"22,1","17,8","24,5",22,"17,8","16,3",77.0,61.0,77.0,125.0,8,"1,4",
2026/01/14,2200 UTC,",2","926,5","926,5",926,"11,7","22,1","18,1","22,2","21,7","18,2","17,5",79.0,75.0,78.0,166.0,"3,3","1,1",
2026/01/14,2300 UTC,0,927,927,"926,5",,"21,6","17,4","22,3","21,6","18,2","16,8",78.0,74.0,77.0,130.0,"5,4","1,9",
2026/01/15,0000 UTC,0,"927,3","927,3",927,,21,"17,4","21,6",21,"17,7","16,9",80.0,75.0,80.0,116.0,7,"1,7",
2026/01/15,0100 UTC,0,"927,4","927,4","927,2",,"20,9","17,7","21,1","20,8","17,8","17,4",82.0,80.0,82.0,114.0,"7,1","2,1",
